unique_id,mean_sales,total_sales,std_sales,zero_frac,so_days,so_hours,discount,cv
101_115,0.51555556,46.4,0.37840325,0.12222222222222222,0.15555555555555556,1.7111111,0.85044444,0.73397183
101_118,0.73422223,66.08,0.4030919,0.08888888888888889,0.36666666666666664,2.911111,0.8403333,0.5490053
101_122,0.8782222,79.04,0.66733676,0.0,0.3,2.2333333,0.8605778,0.7598723
101_127,0.65,58.5,0.3828486,0.1,0.3333333333333333,3.0444446,0.9022667,0.58899784
101_129,0.47555554,42.8,0.6126588,0.4888888888888889,0.7222222222222222,9.844444,0.8931222,1.2883012
101_145,0.5973334,53.760002,0.21453267,0.0,0.5222222222222223,3.088889,0.9966666,0.35915065
101_150,0.45555556,41.0,0.2929053,0.05555555555555555,0.35555555555555557,2.3222222,0.9967222,0.6429629
101_181,0.55622226,50.06,0.21239448,0.0,0.45555555555555555,2.3444445,0.98624444,0.38185182
101_191,1.1216667,100.95,0.6149838,0.044444444444444446,0.3888888888888889,2.8222222,0.94162226,0.5482768
101_194,0.6426667,57.84,0.2735649,0.0,0.5,2.8777778,0.9844666,0.42567152
101_215,2.5344446,228.1,1.359458,0.044444444444444446,0.26666666666666666,2.0555556,0.65209997,0.53639287
101_235,0.46666667,42.0,0.32046315,0.05555555555555555,0.3,2.2222223,0.92001766,0.6867067
101_259,0.45,40.5,0.23761454,0.08888888888888889,0.37777777777777777,3.6777778,0.8505444,0.5280323
101_26,0.523,47.07,0.28644058,0.08888888888888889,0.3111111111111111,2.3333333,0.8514222,0.54768753
101_267,14.434444,1299.1,8.788235,0.011111111111111112,0.9888888888888889,7.1,0.011111111,0.6088377
101_291,1.0785556,97.07,0.40549475,0.011111111111111112,0.5111111111111111,2.7444444,0.9275,0.37596092
101_292,1.8634446,167.71,0.5949321,0.0,0.45555555555555555,2.6444445,0.9453,0.3192647
101_293,0.47577778,42.82,0.21550556,0.011111111111111112,0.4666666666666667,2.7666667,0.99162227,0.45295423
101_310,0.81644446,73.48,0.26882312,0.0,0.4666666666666667,2.411111,0.9941222,0.32926077
101_343,1.3853333,124.68,0.8456886,0.044444444444444446,0.2222222222222222,1.8666667,0.9778555,0.61045855
101_351,0.3738889,33.65,0.23411173,0.011111111111111112,0.5444444444444444,3.2222223,0.9758444,0.6261532
101_354,0.44099998,39.69,0.25782606,0.05555555555555555,0.4111111111111111,3.2666667,0.99644446,0.5846396
101_363,0.5608889,50.48,0.3254164,0.05555555555555555,0.34444444444444444,2.7777777,0.9326444,0.58017975
101_37,0.6811111,61.3,0.6114809,0.14444444444444443,0.23333333333333334,2.0222223,0.8722444,0.8977697
101_387,0.4588889,41.3,0.21194363,0.022222222222222223,0.34444444444444444,2.0333333,0.99824446,0.46186262
101_4,2.3866668,214.8,1.9538035,0.011111111111111112,0.5,2.8444445,0.8875901,0.8186327
101_41,0.40766668,36.690002,0.36928126,0.3111111111111111,0.5555555555555556,6.977778,0.88442224,0.9058412
101_422,0.53555554,48.2,0.37245348,0.03333333333333333,0.4222222222222222,2.588889,0.96304107,0.6954526
101_426,0.53000003,47.7,0.28852588,0.011111111111111112,0.3888888888888889,2.7555556,0.91416013,0.5443884
101_441,1.2088889,108.8,1.1203575,0.08888888888888889,0.25555555555555554,2.6777778,0.6872325,0.92676634
101_467,0.95666665,86.1,0.72963744,0.13333333333333333,0.17777777777777778,1.8222222,0.9625666,0.76268727
101_496,0.6242222,56.18,0.30527195,0.0,0.4888888888888889,2.6222222,0.99997777,0.4890437
101_525,0.41033334,36.93,0.24303073,0.03333333333333333,0.5444444444444444,2.5333333,0.9707782,0.59227633
101_549,0.65555555,59.0,0.37178922,0.05555555555555555,0.26666666666666666,2.1888888,0.9647889,0.5671361
101_577,0.59455556,53.51,0.3103574,0.011111111111111112,0.4111111111111111,2.5555556,0.9834778,0.521999
101_580,2.3455555,211.1,0.9859873,0.0,0.6444444444444445,3.0777779,0.9625889,0.42036408
101_596,0.7777778,70.0,0.41293082,0.0,0.6111111111111112,2.5,0.9525333,0.530911
101_620,0.76577777,68.92,0.53628135,0.044444444444444446,0.23333333333333334,2.0555556,0.98165554,0.7003094
101_631,0.55277777,49.75,0.24062198,0.011111111111111112,0.5555555555555556,3.9444444,0.81948686,0.43529606
101_638,0.6811111,61.3,0.26796547,0.0,0.5222222222222223,3.011111,0.8415778,0.39342403
101_655,0.43155557,38.84,0.22067776,0.044444444444444446,0.3888888888888889,2.6777778,0.97749996,0.5113542
101_666,0.8055556,72.5,0.29882208,0.011111111111111112,0.34444444444444444,2.1444445,0.73505557,0.37095153
101_672,0.39766666,35.79,0.2238983,0.03333333333333333,0.2777777777777778,2.1333334,0.95107776,0.5630301
101_691,2.979889,268.19,1.1921074,0.03333333333333333,0.3333333333333333,2.2666667,0.99898887,0.40005097
101_699,0.45333332,40.8,0.23994382,0.022222222222222223,0.5333333333333333,3.3555555,0.9710778,0.5292879
101_70,3.328889,299.6,1.4164559,0.06666666666666667,0.34444444444444444,2.511111,0.85128886,0.4255041
101_712,0.49333334,44.4,0.25563318,0.03333333333333333,0.2111111111111111,1.9444444,0.99441314,0.51817536
101_763,0.48711112,43.84,0.24457826,0.044444444444444446,0.5555555555555556,3.2444444,0.9216,0.5020995
101_769,0.5046667,45.420002,0.27597508,0.03333333333333333,0.28888888888888886,2.3666666,0.96919996,0.5468462
101_77,0.45188892,40.670002,0.2888291,0.08888888888888889,0.4222222222222222,4.1555557,0.9603555,0.6391595
101_772,0.4061111,36.55,0.24208224,0.05555555555555555,0.6222222222222222,4.8,0.9714444,0.59609854
101_775,1.0834445,97.51,0.47886375,0.03333333333333333,0.36666666666666664,2.6777778,0.89497775,0.44198272
101_834,3.5,315.0,2.0338705,0.044444444444444446,0.17777777777777778,2.2666667,0.8325667,0.5811058
102_115,0.4387778,39.49,0.36717516,0.13333333333333333,0.12222222222222222,1.4888889,0.8516111,0.83681345
102_117,1.7257777,155.31999,0.744769,0.03333333333333333,0.2111111111111111,1.7111111,0.89505553,0.43155557
102_118,0.7193333,64.74,0.39328292,0.06666666666666667,0.28888888888888886,2.5444446,0.84252226,0.54673254
102_122,0.71177775,64.06,0.53167653,0.011111111111111112,0.4111111111111111,3.3222222,0.86305904,0.7469699
102_127,0.58666664,52.8,0.32678205,0.05555555555555555,0.3,2.6666667,0.9027889,0.5570149
102_129,0.6166667,55.5,0.5970433,0.24444444444444444,0.5888888888888889,7.522222,0.8931222,0.9681783
102_14,0.4311111,38.8,0.196397,0.0,0.28888888888888886,2.3555555,0.98304445,0.4555601
102_143,1.8547777,166.93,0.5192242,0.022222222222222223,0.3333333333333333,2.2777777,1.0,0.2799388
102_145,0.48422223,43.58,0.19849421,0.0,0.43333333333333335,2.711111,0.99737775,0.4099238
102_181,0.5828889,52.46,0.26520818,0.011111111111111112,0.4,2.6333334,0.97595555,0.45498925
102_191,0.8361111,75.25,0.42693496,0.03333333333333333,0.4111111111111111,3.1444445,0.9416889,0.5106199
102_194,0.5421111,48.79,0.27676907,0.022222222222222223,0.4111111111111111,2.588889,0.9844666,0.5105394
102_242,0.47622222,42.86,0.21411735,0.011111111111111112,0.34444444444444444,2.2555556,0.9999889,0.44961646
102_26,0.4307778,38.77,0.24013679,0.08888888888888889,0.3,2.2222223,0.85216665,0.55744934
102_267,14.551111,1309.6,9.056157,0.022222222222222223,0.8222222222222222,6.5555553,0.022222223,0.62236875
102_287,0.48000002,43.2,0.4373567,0.2222222222222222,0.15555555555555556,1.7444445,0.75,0.91115975
102_290,0.9818889,88.37,0.39328605,0.0,0.35555555555555557,2.1,0.8861889,0.4005403
102_291,0.86633337,77.97,0.37530047,0.011111111111111112,0.5333333333333333,3.2,0.9274667,0.4332056
102_292,1.4325554,128.93,0.48700544,0.0,0.4444444444444444,3.1555555,0.94527775,0.33995575
102_293,0.41666666,37.5,0.2093167,0.022222222222222223,0.4222222222222222,3.0,0.9918889,0.5023601
102_294,0.9616667,86.55,0.39481542,0.0,0.45555555555555555,2.511111,0.9511667,0.41055328
102_295,0.7598889,68.39,0.24422543,0.0,0.45555555555555555,2.9333334,1.0,0.32139623
102_301,0.80099994,72.09,0.33354428,0.022222222222222223,0.34444444444444444,2.1777778,0.99928886,0.41640988
102_37,0.76,68.4,0.6816701,0.1111111111111111,0.24444444444444444,2.288889,0.8675889,0.8969344
102_381,0.5966667,53.7,0.3727969,0.08888888888888889,0.15555555555555556,1.9777777,0.97563267,0.62479925
102_389,0.42222223,38.0,0.4289464,0.26666666666666666,0.15555555555555556,1.8222222,0.65495265,1.0159256
102_4,2.4733334,222.6,2.0350745,0.022222222222222223,0.37777777777777777,2.5666666,0.8855643,0.82280636
102_41,0.38233334,34.41,0.34773764,0.26666666666666666,0.5111111111111111,6.4333334,0.8957222,0.9095143
102_422,0.45666665,41.1,0.40862882,0.011111111111111112,0.36666666666666664,2.9,0.9665102,0.8948077
102_426,0.43444446,39.100002,0.2408604,0.011111111111111112,0.37777777777777777,2.6111112,0.9198889,0.5544101
102_441,1.2433333,111.9,0.9942588,0.12222222222222222,0.25555555555555554,2.9333334,0.6984667,0.79967195
102_467,1.2677778,114.1,1.2472737,0.2111111111111111,0.18888888888888888,2.1444445,0.9613667,0.9838267
102_468,0.50666666,45.6,0.34796357,0.022222222222222223,0.2777777777777778,1.8444444,0.8957,0.6867702
102_496,0.50011116,45.010002,0.23496829,0.011111111111111112,0.5,2.988889,1.0,0.46983212
102_549,0.75555557,68.0,0.39494306,0.022222222222222223,0.23333333333333334,1.7666667,0.9508556,0.5227187
102_554,0.44411114,39.97,0.30163187,0.06666666666666667,0.23333333333333334,1.9888889,0.97911733,0.67918104
102_577,0.50233334,45.21,0.22497965,0.011111111111111112,0.3,2.2,0.9841778,0.44786924
102_580,1.9599999,176.4,0.8033357,0.0,0.6444444444444445,3.988889,0.9633667,0.40986517
102_596,0.7011111,63.1,0.37700608,0.0,0.6222222222222222,3.511111,0.94589996,0.5377266
102_599,1.1422223,102.8,0.60928726,0.0,0.32222222222222224,2.1444445,0.9997667,0.53342265
102_631,0.44244444,39.82,0.19413485,0.022222222222222223,0.5555555555555556,4.322222,0.8170484,0.4387779
102_638,0.5176667,46.59,0.21781886,0.0,0.5333333333333333,3.8666666,0.8360556,0.42077047
